LineOID,temperature-0,temperature-1,temperature-2,temperature-3,temperature-4,temperature-5,temperature-6,temperature-7,temperature-8,temperature-9,temperature-10,temperature-11,temperature-12,temperature-13,temperature-14,temperature-15,temperature-16,temperature-17,temperature-18,temperature-19,temperature-20,temperature-21,temperature-22,temperature-23,temperature-24,temperature-25,temperature-26,temperature-27,temperature-28,temperature-29,temperature-30,temperature-31,temperature-32,temperature-33,temperature-34,temperature-35,temperature-36,temperature-37,temperature-38,temperature-39,temperature-40,temperature-41,temperature-42,temperature-43,temperature-44,temperature-45
1974,-0.5,-0.417008,-3.5e-05,0.258868,0.580453,1.023212,1.60375,1.8332680000000001,2.230871,2.568139,3.089511,3.4151309999999997,3.667706,4.179474,4.724658,5.31005,5.990916,6.043017,6.39654,8.360217,9.271372,9.445065,10.934042999999999,11.232151,11.675851,11.949126,11.565199,11.917344,12.174933,11.282053999999999,11.000442999999999,9.846978,8.927809,7.03482,2.783484,3.8431300000000004,4.605253,4.766566,3.847022,2.961541,2.574578,2.5171189999999997,1.210692,2.410453,1.7792869999999998,1.1037780000000001
1975,-0.5,-0.393715,0.059203,0.43316400000000005,0.633529,1.070088,1.685281,1.86358,2.270917,2.6068279999999997,3.098503,3.478792,3.741488,4.226868,4.9546220000000005,5.704568,6.472855,6.925891,6.676427,8.74732,9.812033999999999,10.558835,11.33363,11.788263,12.254782,12.386358,12.042252000000001,12.338778999999999,12.564262,11.660799,11.442782000000001,10.123992999999999,9.25708,7.372317999999999,3.024931,4.118483,4.907294,5.185132,4.192499,3.39889,2.667025,2.76235,1.353375,2.4978990000000003,1.77119,1.183196
1976,-0.5,-0.08313999999999999,0.11327999999999999,0.37761,0.694157,1.139514,1.742993,1.977324,2.338098,2.662491,3.221756,3.4882459999999997,3.760587,4.280842,4.812286,5.4567760000000005,5.947366000000001,6.4509669999999995,6.6689490000000005,8.5557,9.575196,9.317309,11.240089,11.639713,11.985145,12.292491,12.095555000000001,12.294325,12.495924,11.703345,11.307278,10.349206,9.168918,7.176480000000001,3.005973,4.164492,4.879017,4.976934,3.9896540000000003,3.0617259999999997,2.7690080000000004,2.68055,1.4463700000000002,2.5152639999999997,1.8258580000000002,1.304919
1977,-0.5,-0.142788,0.165987,0.43526899999999996,0.740578,1.179946,1.7748950000000001,1.9630610000000002,2.370241,2.6944470000000003,3.1961939999999998,3.559244,3.86045,4.322266,4.967844,5.592173000000001,6.573594,6.920545,7.0520570000000005,8.929775,10.148485,10.638033,11.552507,11.957466,12.413399,12.675202,12.473261,12.617463,12.846077000000001,12.197902000000001,11.612150999999999,10.484222,9.511805,7.472352000000001,3.2536259999999997,4.451198000000001,5.078143,5.259591,4.313253,3.388776,2.870304,2.900714,1.589615,2.684257,1.9448400000000001,1.4692399999999999
1978,-0.5,-0.301607,0.189108,0.47331599999999996,0.7671,1.209199,1.780866,1.9941630000000001,2.402521,2.730571,3.247562,3.599332,3.8760779999999997,4.357097,4.98338,5.5980419999999995,6.699700999999999,7.094486,7.018449,8.918614999999999,10.094458,10.866363,11.50531,11.898044,12.447992999999999,12.707627,12.460849000000001,12.814752,12.900827,12.302814,11.707213000000001,10.66265,9.674201,7.723444000000001,3.397816,4.474372,5.286511,5.4345930000000005,4.499723,3.477348,3.004057,3.094477,1.6935650000000002,2.821552,2.07461,1.625709
1979,-0.420684,0.035129,0.285551,0.534774,0.896451,1.27233,1.871782,2.0794650000000003,2.487657,2.871292,3.2860400000000003,4.0612699999999995,4.131422,4.507562999999999,5.4330300000000005,6.091222,7.398345,7.306116,7.06197,9.015436,9.991404,9.392028,11.417506,11.991911,12.575746,12.958614,12.641078,13.125307999999999,13.184973999999999,12.431583999999999,12.1269,10.690592,9.736865,7.941546000000001,3.9975160000000005,4.932822,5.708254,5.94759,4.989452,4.212675,3.374831,3.399236,2.215854,3.151146,2.465798,2.2305900000000003
1980,-0.398545,0.14688099999999998,0.32521500000000003,0.572836,0.931933,1.3058530000000002,1.858887,2.1310689999999997,2.526056,2.909374,3.3234449999999995,4.118208999999999,4.17382,4.563914,5.490556,6.0185900000000006,7.4350119999999995,7.326898,6.937800999999999,9.081759,9.898738,8.956325999999999,11.440802,11.981186,12.606966,13.100144,12.712399000000001,13.109739999999999,13.272394,12.439798,12.114054,10.871702,9.788778,8.095887,3.9790349999999997,5.0717870000000005,5.781993,6.0113,5.02229,4.272462,3.4997279999999997,3.5427519999999997,2.1279,3.029346,2.616422,2.514454
1981,-0.312834,0.23344600000000001,0.375101,0.620061,0.9706940000000001,1.363745,1.917125,2.181821,2.575455,2.94735,3.372489,4.039423,4.1370510000000005,4.58865,5.502947,6.112048000000001,7.3323160000000005,7.216125999999999,6.880207,9.072553,9.952841000000001,9.267496000000001,11.344361,12.025683,12.697391,13.132812,12.784088,13.130131,13.314419000000001,12.324963,11.998617999999999,11.050849000000001,9.816788,8.505678,4.121696,5.034269,5.727779,5.9850330000000005,5.106419,4.317043,3.5627370000000003,3.506733,2.376502,3.344939,2.694302,2.593768
1982,-0.264401,0.29872600000000005,0.41087399999999996,0.657467,0.9856159999999999,1.397227,1.8627779999999998,2.211633,2.612111,2.9881349999999998,3.417775,4.0875580000000005,4.2351540000000005,4.639565,5.6175370000000004,6.1962839999999995,7.333112,7.319758,6.980948,9.235904,10.064902,9.393228,11.430939,12.162583,12.864314,13.288338000000001,12.902436,13.203264,13.441698,12.466021000000001,12.187935000000001,11.147513,9.942934,8.512911,4.241046,5.167992,5.824708,6.075235,5.193874,4.432034,3.6966919999999996,3.6748559999999997,2.497716,3.3235589999999995,2.8405970000000003,2.051765
1983,-0.210635,0.162894,0.452638,0.692369,1.0436379999999998,1.4338899999999999,1.835749,2.248926,2.646443,3.0230360000000003,3.469625,4.202218,4.2200489999999995,4.7043610000000005,5.789844,6.364488,7.618347999999999,7.461107000000001,7.289664,9.441221,10.382885,9.9254,11.732095,12.364966,13.040341999999999,13.474784,13.111173,13.328039000000002,13.681681,12.819957,12.399928,11.32452,10.223733,8.542435000000001,4.48719,5.357304,5.922564,6.137327,5.26886,4.574018,3.7759699999999996,3.8053839999999997,3.084811,3.397396,2.943382,2.6766400000000004
1984,-0.180427,0.395131,0.49513599999999997,0.724399,1.082254,1.457686,1.8574330000000001,2.2712369999999997,2.678727,3.070647,3.491223,4.379618,4.26546,4.728406,6.057717,6.379676,8.115611,7.703163000000001,7.342386,9.798605,10.623071000000001,9.398772,11.876053,12.586124,13.252329000000001,13.739370999999998,13.340647,13.538595,13.880685999999999,12.848211000000001,12.373917,11.455126,10.397326,8.421783,4.424899,5.407297,6.116926,6.318258,5.373838,4.724264,3.8912809999999998,3.932265,2.491793,3.3539980000000003,3.007559,2.7482130000000002
1985,-0.49878,-0.005986,0.22294299999999997,0.47265,0.795664,1.2182,1.622003,2.0098580000000004,2.422482,2.761079,3.2304880000000002,3.71645,4.002594,4.39794,5.145713,5.852653,7.135657000000001,7.1389949999999995,7.115892,8.95071,10.104589,10.930677000000001,11.583293,11.888409,12.388898,12.687180999999999,12.511227,12.819016,12.962636,12.185952,11.727405000000001,10.594508,9.59482,7.860773,3.7107080000000003,4.695279,5.476535,5.469313,4.610786,3.809457,3.034161,3.204385,1.835781,2.9429060000000002,2.188977,1.715148
1986,-0.49875,-0.030508999999999998,0.23408299999999999,0.498385,0.8302120000000001,1.239263,1.691495,2.034415,2.447206,2.782032,3.258069,3.759235,3.9870419999999998,4.4254940000000005,5.139241,5.730689,6.964644,6.946024,7.028587,8.764007000000001,9.83586,9.558017,11.388613000000001,11.811291,12.1249,12.705517,12.577860000000001,12.835874,12.751997,11.781377,11.469033,10.295022,9.251619,7.5173380000000005,3.154007,4.167597,5.059418,5.301944000000001,4.204413,3.4293190000000005,2.824271,2.904783,1.6336870000000001,2.697769,1.928129,1.577236
1987,-0.455016,0.048503,0.260587,0.510314,0.885906,1.250497,1.8931830000000003,2.0485279999999997,2.46006,2.840921,3.3557050000000004,3.843626,4.025039,4.455312999999999,5.290554,5.886902,7.183949,7.018905,6.965837,8.897903,9.839848,8.755557000000001,11.463763,11.950801,12.186278999999999,12.849107,12.972576,12.91893,12.884503,11.906444,11.497694000000001,10.329237,9.318581,7.538603,3.390564,4.527749,5.273121,5.542008999999999,4.428861,3.7113110000000002,2.989023,2.9918709999999997,1.750919,2.854101,2.053065,1.727524
1988,-0.450038,-0.021765,0.267854,0.522938,0.867333,1.263182,1.763102,2.066263,2.474323,2.828884,3.272742,3.906195,4.0390760000000006,4.476773000000001,5.31914,6.012936,7.252922,7.142111,7.097491000000001,8.891121,9.985866,9.718117,11.477878,11.923504,12.342018,12.869238000000001,12.768916,13.016322,12.950198,12.10113,11.795909,10.453645,9.459980999999999,7.639003999999999,3.402686,4.4477720000000005,5.240596,5.468715,4.487258,3.6823650000000003,2.945398,2.992237,1.840986,2.820386,2.082032,1.679113
1989,-0.5,-0.5,-0.051205999999999995,0.253825,0.527203,0.953947,1.6977830000000003,1.8104,2.168615,2.491875,2.9656599999999997,3.3944650000000003,3.6135900000000003,4.136895,4.711955000000001,5.27655,6.107151999999999,5.893441,6.2825050000000005,8.059534,8.736652000000001,8.962153,10.310654,10.728503,11.297436,11.475617,10.87105,11.423568,11.600085,10.90439,10.710024,9.437386,8.376128999999999,6.5676429999999995,2.704268,3.510065,4.188733,4.569811,3.448371,2.894195,2.379897,2.174516,0.998807,1.98698,1.618532,1.473347
1990,-0.5,-0.463399,0.011787,0.582442,0.571983,0.9738020000000001,1.670677,1.8248650000000002,2.200507,2.562441,3.007166,3.3877620000000004,3.746065,4.190236,5.011341000000001,5.577644,7.027011,7.046351,7.739783999999999,8.94009,9.582286,9.453593,11.075075,11.34947,11.776569,12.102866,11.754754,11.966635,12.126839,11.518328,11.251966,9.846509,8.690176,6.943224000000001,3.0661419999999997,3.929125,4.579555,5.026519,3.951517,3.1339740000000003,2.517975,2.744041,1.130895,2.115802,1.704623,1.380723
1991,-0.319116,0.010627,0.46024499999999996,0.65925,0.9911209999999999,1.387679,1.934694,2.2677650000000003,2.597329,2.9764369999999998,3.4295410000000004,4.137052,4.288212000000001,4.891125,5.926955,7.090966000000001,7.783678999999999,7.6228869999999995,7.108834,9.904746000000001,10.417167,11.011466,12.193777,12.749494,13.371348999999999,13.574194,13.02786,13.276932,13.640807,12.510953,12.370996,11.361974,9.960859,8.002122,4.219758000000001,5.273776,5.797027,5.9032,5.286139,4.447664,3.6777370000000005,3.746341,2.158517,3.096167,2.7421759999999997,2.34348
1992,-0.331883,0.10101399999999999,0.470657,0.713753,1.0259989999999999,1.432927,1.913448,2.242656,2.653636,3.098643,3.487676,4.267508,4.469275,4.8412120000000005,5.99228,6.806216,8.021399,7.948614999999999,7.491451,9.646828,10.703203,11.212978999999999,12.214944000000001,12.770342,13.506985999999998,13.851797,13.367166000000001,13.521887,13.921372,13.076916,12.747665,11.57083,10.295989,8.688727,4.391247,5.567462,6.127349,6.463393,5.4889,4.673177,4.088201000000001,3.992658,2.364635,3.355032,3.063859,2.462129
1993,-0.139856,0.144852,0.669755,0.815459,1.159067,1.548771,2.0233529999999997,2.435368,2.773724,3.325628,3.648426,4.567033,4.532299,4.85341,6.335934,6.8456220000000005,8.178606,8.114438999999999,7.567666,9.700372999999999,10.846967999999999,11.556659,12.540894,13.495235999999998,14.179478,14.226672,13.66826,13.822346,14.113564000000002,13.291626,12.927878,11.892853,10.675015,8.890732,4.765325,5.838173,6.301386,6.396122,5.743849,4.788676000000001,4.3254209999999995,4.265944,2.758085,3.485732,3.078754,2.693234
1994,0.045387000000000004,0.341242,0.801623,0.935599,1.2903440000000002,1.668643,2.1111299999999997,2.498014,2.921196,3.4497809999999998,3.796325,4.7959760000000005,4.7986949999999995,5.042043,6.39248,7.023642999999999,8.444456,8.210884,7.752930999999999,10.077446,11.061146,11.179727,12.865811,13.3757,14.194773000000001,14.674755,14.067694,14.252006,14.456160999999998,13.771882000000002,13.389407,12.100462,10.97596,9.27004,5.079599,6.183186,6.701397999999999,6.690592999999999,6.104476,5.225556,4.677852,4.57725,2.889568,3.7174650000000002,3.37431,2.946718
1995,0.10891700000000001,0.363156,0.862136,0.988454,1.349461,1.7404509999999997,2.230404,2.530825,2.9402779999999997,3.2800559999999996,3.7776050000000003,4.560845,4.5827279999999995,4.955482,5.984714,6.922642999999999,8.334904,7.761487,7.479755,9.877949000000001,10.705678,9.417679,12.522375,12.827075,13.554079999999999,14.363532999999999,13.952801000000001,14.186310999999998,14.235835,13.502192,13.226882000000002,11.913099,10.888053999999999,9.375682000000001,4.956471,5.998114,6.417641000000001,6.4997110000000005,6.094306,4.988468,4.454954,4.339556,2.814869,3.831654,3.4552739999999997,2.74621
1996,-0.5,-0.081954,0.16212000000000001,0.41931999999999997,0.7202529999999999,1.117882,1.88068,1.961945,2.34631,2.6884490000000003,3.1980049999999998,3.5638629999999996,3.785104,4.498958999999999,5.034658,5.486091,7.123871,7.073759,7.730801,8.977617,9.965239,10.714858,11.221943,11.618327,12.010117999999999,12.676952,12.599606,12.715397,12.599214,11.914502,11.60475,9.928223,8.898988000000001,7.180047,3.07361,3.93896,4.722737,4.9738620000000004,3.2648330000000003,2.964458,2.4891330000000003,1.533469,1.219694,2.169404,1.641888,1.605253
1997,-0.5,-0.154858,0.173422,0.42353599999999997,0.735034,1.135086,1.7438310000000001,1.980031,2.36422,2.708357,3.2079,3.6068230000000003,3.893396,4.3266,5.068636,5.646376999999999,7.330688,7.138719,7.417371000000001,9.115153999999999,9.929587,10.386034,11.142988,11.59222,12.08225,12.724611,12.610086,12.745389999999999,12.698126,12.006153999999999,11.52603,10.324275,8.999260000000001,7.129524000000001,3.0520110000000003,4.098361,4.822747,5.104036,3.867854,3.070622,2.555102,2.7615979999999998,1.294821,2.2160990000000003,1.813335,1.665964
1998,-0.5,-0.320442,0.186887,0.45325699999999997,0.75949,1.16798,1.749377,2.003641,2.391778,2.731359,3.243738,3.615685,3.892214,4.351604,5.000087000000001,5.652005,7.230003999999999,7.441609,6.973183000000001,9.037011,10.03202,10.557343,11.099439,11.582818,12.167721,12.900752,12.777496000000001,12.855499,12.801093,12.146578,11.586623,10.497607,8.873501,7.212397999999999,3.090348,4.264966,4.89685,5.2511790000000005,3.9942,3.121497,2.534536,2.8049,1.344465,2.358484,1.960566,1.7763919999999997
1999,-0.5,-0.307357,0.213747,0.486475,0.783085,1.185078,1.7633880000000002,2.008632,2.410806,2.750441,3.2435970000000003,3.650296,3.948544,4.3962129999999995,5.112297,5.785551,7.076957000000001,7.378587,7.223064999999999,8.979476,9.938212,10.569888,11.191281,11.644336000000001,12.306549,12.708257000000001,12.456245,12.47436,12.983742999999999,12.245049,11.872849,10.658445,9.240917,7.5789089999999995,3.59827,4.708253,5.257505,5.635866,4.42167,3.538335,3.0304860000000002,3.277022,1.622149,2.672397,2.306827,2.032444
2000,-0.5,-0.289142,0.254235,0.52708,0.809,1.2088649999999999,1.7778779999999998,2.026724,2.430781,2.8077900000000002,3.249391,3.668671,4.071868,4.40205,5.2848690000000005,6.03937,7.383518,7.7035279999999995,7.753626,9.429308,10.236492,10.892363000000001,11.485558000000001,11.870155,12.479464,13.323773999999998,13.147696,13.217160999999999,13.083741999999999,12.239913,11.794692,10.766777000000001,9.430632000000001,7.542433,3.279514,4.446828,4.961433,5.337487,4.3961190000000006,3.5584230000000003,2.710152,3.0756040000000002,1.379828,2.403883,2.086062,1.6561970000000001
2001,-0.5,-0.20858600000000002,0.24545300000000003,0.505104,0.816905,1.225049,1.792632,2.031959,2.445564,2.807338,3.2969129999999995,3.680453,4.00949,4.418122,5.23367,6.005518,7.298477,7.490228,6.942158,9.006725,10.077286,10.830793,11.485237,11.71481,12.410915,12.939233,12.644789999999999,12.646002000000001,13.193159,12.418442,11.957088,10.940408,9.586822999999999,7.729338,3.7264459999999997,4.856133,5.3485629999999995,5.7627559999999995,4.766127,3.9160150000000002,3.1121790000000003,3.406389,1.6769630000000002,2.8176360000000003,2.464044,1.8250529999999998
2002,-0.5,-0.006601,0.25997,0.520781,0.8215020000000001,1.2349649999999999,1.7599189999999998,2.033338,2.4436259999999996,2.8292770000000003,3.2410099999999997,4.005138,4.170106,4.4404449999999995,5.678693,6.389542,7.450854,7.482339,7.005225,9.524255,10.055565,10.704455000000001,11.604656,11.834177,12.505467,13.005901,12.691567,12.817366,13.150326000000002,12.316483,11.956827,11.006652,9.691312,7.86405,3.795618,4.839875,5.284578,5.702625,4.825744,4.008471,3.268913,3.505201,1.724993,2.7987889999999997,2.550687,1.99289
2003,-0.414149,0.056961000000000005,0.341023,0.595371,0.878813,1.270789,1.8242669999999999,2.099918,2.489687,2.8542799999999997,3.286917,3.9801519999999995,4.1966220000000005,4.610967,5.711174,6.4579379999999995,7.198865,7.4884960000000005,7.0151580000000004,9.618638,10.060724,9.684172,11.760619,12.088372999999999,12.606179,13.066489,12.72873,12.963994,13.215832,12.364614,12.092179,11.133922,9.631526,7.904097999999999,3.8798800000000004,4.872273000000001,5.30552,5.728655000000001,4.899692,4.079587,3.34121,3.5602480000000005,1.783023,2.830632,2.5756099999999997,2.215169
2004,-0.403929,-0.050072000000000005,0.376312,0.639666,0.952275,1.349479,1.937412,2.161738,2.5763990000000003,2.914387,3.4078779999999997,3.860302,4.101945,4.535695,5.341908,6.136992,7.251361999999999,7.379061999999999,6.983542,9.070914,10.05848,10.324536,11.627631,11.859739,12.592234,13.175667,12.772653,12.963716999999999,13.382506,12.567751,12.28916,11.09782,9.795833,8.088576,3.975343,5.097427,5.630074,6.0091730000000005,4.950565,4.155578,3.559529,3.539627,2.076962,3.1430000000000002,2.789909,2.237016
2005,-0.5,-0.41480100000000003,0.038694,0.419196,0.610326,1.01283,1.683777,1.8830080000000002,2.2442860000000002,2.57864,3.073439,3.4126980000000002,3.699928,4.20713,4.858996,5.574772,6.844461,6.766483,7.353625,8.769203,9.687384,10.433067,11.230524,11.59763,12.068128999999999,12.281435,11.957531,12.07901,12.311910000000001,11.638687,11.294516999999999,9.985692,8.743342,6.997851,3.101865,4.039105999999999,4.699061,5.1630139999999995,3.500521,3.247909,2.629959,2.7460709999999997,1.271083,2.275773,1.913929,1.516157
2006,-0.5,-0.437388,0.065996,0.370653,0.640473,1.040492,1.757643,1.9024150000000002,2.2757509999999996,2.6049279999999997,3.091391,3.396928,3.7255809999999996,4.238168,4.8396360000000005,5.650172,6.63133,6.689417999999999,7.232966,8.872446,9.967572,10.741922,11.382288,11.922075,12.395036,12.557642,12.28069,12.225964999999999,12.626443,11.980372000000001,11.730461,10.156732,9.151519,6.996502,3.1644200000000002,4.102913,4.790577,5.295223,3.809108,3.26213,2.761056,2.826968,1.414755,2.343482,2.047772,1.7266540000000001
2007,-0.5,-0.320648,0.109105,0.3851,0.669664,1.075568,1.788109,1.913547,2.300625,2.6331729999999998,3.1601630000000003,3.470868,3.911075,4.309705999999999,5.111102,5.5221,7.241875,7.382327,7.765605,9.341387,10.140058,10.863414,11.474486,11.791929,12.308975,12.594132,12.274744,12.282617,12.744333000000001,12.039632000000001,11.877492,10.236215,9.364861999999999,7.436487,3.546274,4.304284,5.066566000000001,5.477007,3.778478,3.3522529999999997,2.82417,3.1199209999999997,1.4547,2.433188,1.9811400000000001,1.857751
2008,-0.5,-0.261763,0.147452,0.414955,0.700775,1.103046,1.813202,1.936966,2.328997,2.663067,3.1672830000000003,3.568447,3.8941169999999996,4.311943,5.099219000000001,5.556867,7.096182000000001,7.046188000000001,7.67501,9.072785000000001,9.809838000000001,10.217455000000001,11.234875,11.575435,12.041831,12.350585,12.099656,12.189649000000001,12.600073,11.887129,11.669449,10.188941999999999,9.178586,7.340346,3.553489,4.254482,4.969515,5.356685,4.028857,3.408242,2.797437,2.8849009999999997,1.485809,2.465416,2.03764,1.9080840000000001
2009,-0.5,-0.5,-0.5,0.18071199999999998,-0.127271,0.39482399999999995,1.058136,1.107452,1.564885,1.828929,2.535891,2.536938,2.9011430000000002,3.4337660000000003,3.883193,4.246799,4.876530000000001,4.741149,5.845571,7.219864,8.199337,7.928941,9.845692999999999,10.498582,10.756733,11.508981,11.005438,10.626261,10.040797999999999,8.908517999999999,8.503729,7.153382000000001,6.48157,5.143119,0.328775,0.920809,1.741151,2.066436,0.37903400000000004,0.31719899999999995,0.087366,0.085668,-0.5,-0.210802,-0.5,-0.5
2010,-0.5,-0.5,-0.5,-0.25394,0.060473,0.540513,1.207111,1.2674,1.7539169999999997,2.002369,2.554932,2.7049790000000002,3.0639939999999997,3.5890169999999997,4.054367,4.419328,4.986497,4.901402,5.900772,7.521333,8.313094,8.160616000000001,10.307478,10.728100999999999,10.646747,10.353533,9.792204,10.138007,10.576528999999999,9.60314,9.123161,7.699192999999999,6.985238000000001,5.860955000000001,1.2912370000000002,1.802988,2.3813150000000003,2.788764,1.0626010000000001,1.122892,0.8185439999999999,0.857526,-0.5,0.584214,0.1443,-0.395146
2011,-0.5,-0.387233,-0.45202700000000007,-0.199528,0.173289,0.633311,1.268181,1.379212,1.8633540000000002,2.142863,2.6473430000000002,2.87151,3.200318,3.716743,4.213929,4.568706,5.151572,5.085780000000001,5.966282,7.724914,8.465306,8.25997,10.109577999999999,10.469201,10.679145,10.660973,10.12077,10.567342,10.877193,9.943908,9.439533,8.188839,7.281528,6.174581,1.7796720000000001,2.232569,2.8895779999999998,3.286868,1.5109540000000001,1.7093490000000002,1.284157,1.307548,-0.229344,0.990346,0.579384,0.18576199999999998
2012,-0.5,-0.231346,-0.323219,-0.062213,0.299152,0.750401,1.358697,1.504996,2.018999,2.254969,2.7941439999999997,3.033153,3.334854,3.8583540000000003,4.3785739999999995,4.745784,5.445406,5.279885,6.155608,7.620839,8.607303,8.16393,8.157803,8.960547,10.252374,11.124667,10.695433999999999,11.032921,11.295232,10.419939999999999,9.672616,8.867583999999999,7.786747999999999,6.714531,2.521113,2.909261,3.545604,3.974175,2.109685,2.4799900000000004,1.957284,2.01408,0.364129,1.590165,1.182998,0.8664360000000001
2013,-0.5,-0.46132799999999996,-0.171765,0.10083099999999999,0.441726,0.897057,1.474545,1.652627,2.130665,2.3786110000000003,2.913696,3.221809,3.4870339999999995,4.006916,4.576727,4.997602,5.892128,5.467957,6.4611279999999995,8.137228,8.870883000000001,8.594994,10.890521000000001,11.286638,11.471275,11.531994000000001,11.108207,11.506128,11.746773,10.815826,10.155014999999999,9.234817,8.184753,7.008881,2.651375,3.12994,3.759751,4.196027,2.4517580000000003,2.6629709999999998,2.201957,2.196008,0.595608,1.7944209999999998,1.370841,1.002705
2014,-0.5,-0.5,-0.082325,0.242213,0.528713,0.9665600000000001,1.490366,1.7297240000000003,2.181494,2.4774849999999997,2.9755,3.4305730000000003,3.6452379999999995,4.124873,4.794491000000001,5.5454870000000005,6.680492,5.7392900000000004,6.684914,8.730718,9.224,9.130455,11.28242,11.445984,11.773485,12.763104,12.357391999999999,12.321266,12.163292,11.126241,10.411126,9.539183,8.435607000000001,7.167847999999999,2.64988,3.168815,3.870164,4.3678669999999995,2.726914,2.742066,2.1971540000000003,2.2818400000000003,0.653404,1.759528,1.3490010000000001,0.94381
2015,-0.5,-0.429138,0.059883000000000006,0.385387,0.638732,1.076152,1.574704,1.816425,2.2494669999999997,2.5903389999999997,3.045655,3.7852080000000004,4.031763,4.320883,5.437301000000001,6.2223239999999995,7.809514,6.385818,7.329986999999999,9.858448,10.760637,10.769947,12.739018,12.673719,12.920952999999999,13.073630999999999,12.403602000000001,12.990864,13.294303,12.381077000000001,11.628694,10.433612,9.144711000000001,7.952592,3.452894,4.1329080000000005,4.761012,5.293679,3.482775,3.427856,2.704359,2.859044,1.8206360000000001,2.097411,1.792889,1.219071
2016,-0.5,-0.397086,0.12150799999999999,0.43320699999999995,0.695042,1.124323,1.617599,1.868479,2.292856,2.645577,3.098728,3.92551,4.081359,4.381655,5.643278,6.194898,7.932707000000001,6.43651,7.3175289999999995,10.023916999999999,10.799261,10.493143,12.625271000000001,12.632522999999999,12.96723,13.187949,12.507507,13.155063,13.431878,12.540462,11.616518,10.523433,9.279799,7.989387,3.707072,4.307695,4.914085,5.440074,3.78119,3.580125,2.8262240000000003,2.973121,2.285263,2.231529,1.944359,1.341856
2017,-0.227489,0.102117,0.576811,0.969866,1.0642120000000002,1.449267,2.01043,2.353327,2.6811580000000004,3.004769,3.4689690000000004,3.9285449999999997,4.154376999999999,4.633799,5.363768,5.971924,6.593719,6.6440410000000005,7.166212,8.427303,9.355361,9.138935,10.591737,11.018604,12.078124,12.919527,12.530803,12.829098,13.158279,12.50109,12.057388000000001,10.968246,10.081663,8.208463,4.013336,5.210618,5.617634,5.978475,5.529647,4.277762999999999,3.683669,3.6510769999999995,2.328321,3.17581,2.6699759999999997,2.05785
2018,-0.165431,0.234319,0.690917,0.875316,1.113851,1.500738,2.03305,2.3902970000000003,2.722597,3.061403,3.5279160000000003,4.157783,4.330063,4.685763,5.648743,6.256919,6.7884970000000004,6.851934,7.19464,8.677404,9.364285,9.295844,10.655576,11.297003,12.318475,12.990454,12.612105,12.962464,13.206271,12.604948,12.178044,11.196748,10.205869,8.416412,4.420458999999999,5.390898,5.8342849999999995,6.036798,5.102712,3.951485,3.8712169999999997,3.888756,2.471724,3.337567,2.866282,2.473336
2019,-0.114825,0.284015,0.798609,0.957792,1.1681139999999999,1.553758,2.064114,2.4247,2.773054,3.112143,3.631447,4.299853,4.452659,4.736814,5.867746,6.586428,7.094664999999999,6.898842999999999,7.072653,8.992266,9.527797999999999,9.37995,10.840869,11.560462,12.559323,13.222012,12.902805,13.190114999999999,13.451082000000001,12.826269,12.402466,11.400729,10.344764,8.574931,4.527341000000001,5.657723000000001,6.029699,6.089733,5.413165,4.827168,4.0248610000000005,4.134196,2.665518,3.3409519999999997,3.0376540000000003,2.4973509999999997
2020,-0.042343,0.45859099999999997,0.8847229999999999,1.003398,1.2335180000000001,1.625967,2.078178,2.475994,2.839527,3.1871490000000002,3.7107910000000004,4.403445,4.563581,4.866358,6.018859,6.745399000000001,7.2638869999999995,6.976947,7.1929,9.249802,9.699527,9.429207,10.999996000000001,11.743727,12.803051,13.52147,13.170542999999999,13.425165,13.690628,13.017785,12.628933,11.589271,10.595749,8.717172999999999,4.7007330000000005,5.928081,6.210972,6.302599,5.187896,5.106419,4.2405870000000006,4.266431,2.8644939999999997,3.481533,3.152703,2.593944
2021,0.006393,0.350804,0.8536,1.028418,1.278646,1.684982,2.171106,2.53851,2.890402,3.2277549999999997,3.7249190000000003,4.299812999999999,4.47526,4.855683,5.852402,6.306547,7.049739999999999,7.069354,7.347421000000001,8.929744,9.69249,9.305418,10.923744000000001,11.486838,12.643203,13.553232000000001,13.178942999999999,13.423870999999998,13.724382,13.043951,12.657395,11.564267999999998,10.64133,8.83574,4.785221,5.904902,6.315379,6.5274220000000005,5.923147,4.84136,4.34826,4.384661,2.999243,3.6913150000000003,3.3390730000000004,2.725895
2022,-0.5,-0.23638,-0.349113,-0.14243699999999998,0.226843,0.6665409999999999,1.137614,1.504618,1.813339,2.140072,2.810082,3.0013900000000002,3.243067,3.770108,4.35527,4.790891,5.554664,5.755764,6.241293,8.026785,9.006211,9.146877,10.689986,10.698447999999999,10.925155,11.027127,10.450146,10.853522,11.00935,10.159339,9.722017,8.756707,7.727908,6.004322,2.0061009999999997,2.701797,3.3572290000000002,3.639883,2.6578150000000003,1.822605,1.370408,1.473951,0.193413,0.970442,0.541255,0.014161000000000002
